,TXNAME,GENENAME
81292,ENSMUST00000173669.1,C4b
81293,ENSMUST00000173670.3,Kdm2b
81294,ENSMUST00000173671.7,Slit2
81295,ENSMUST00000173672.1,Neat1
81296,ENSMUST00000173673.1,Kmt2c
81297,ENSMUST00000173675.1,Vmn1r-ps70
81298,ENSMUST00000173676.1,Olfr112
81299,ENSMUST00000173677.1,4930556N13Rik
81300,ENSMUST00000173678.2,Pfdn6
81301,ENSMUST00000173679.7,Eftud2
81302,ENSMUST00000173680.1,Gm20481
81303,ENSMUST00000173681.1,H2-Ob
81304,ENSMUST00000173682.7,Rusc2
81305,ENSMUST00000173683.1,Gm20529
81306,ENSMUST00000173684.1,Gm20519
81307,ENSMUST00000173685.7,Msh5
81308,ENSMUST00000173686.2,Slit2
81309,ENSMUST00000173687.1,Gm3611
81310,ENSMUST00000173688.1,Itgb1bp1
81311,ENSMUST00000173689.7,Jmjd1c
81312,ENSMUST00000173690.1,Vmn2r-ps64
81313,ENSMUST00000173691.1,Sumo3
81314,ENSMUST00000173692.1,Znrf1
81315,ENSMUST00000173694.4,Calu
81316,ENSMUST00000173695.1,Gm20400
81317,ENSMUST00000173696.7,Kpna1
81318,ENSMUST00000173697.2,Vmn2r-ps80
81319,ENSMUST00000173698.1,Shmt1
81320,ENSMUST00000173699.7,Ptbp3
81321,ENSMUST00000173700.1,Dnmt3a
81322,ENSMUST00000173704.7,Jarid2
81323,ENSMUST00000173705.7,Brsk2
81324,ENSMUST00000173706.2,Gm20493
81325,ENSMUST00000173707.1,2410137M14Rik
81326,ENSMUST00000173708.1,Map3k8
81327,ENSMUST00000173709.1,Gm7031
81328,ENSMUST00000173710.1,Vax1
81329,ENSMUST00000173711.1,Dap3
81330,ENSMUST00000173712.2,Fam13a
81331,ENSMUST00000173713.7,Ube2i
81332,ENSMUST00000173715.1,Kpna1
81333,ENSMUST00000173716.1,Gm20432
81334,ENSMUST00000173717.1,Gm20401
81335,ENSMUST00000173718.1,Rgl2
81336,ENSMUST00000173719.1,Trak2
81337,ENSMUST00000173720.1,Rbm38
81338,ENSMUST00000173721.7,Ptdss2
81339,ENSMUST00000173722.7,Lig3
81340,ENSMUST00000173723.1,Vmn1r113
81341,ENSMUST00000173724.1,Prr3
81342,ENSMUST00000173725.7,Zfp423
81343,ENSMUST00000173726.7,Znrf1
81344,ENSMUST00000173727.7,Lig3
81345,ENSMUST00000173728.1,Tmem234
81346,ENSMUST00000173729.7,Itgb1bp1
81347,ENSMUST00000173730.1,Smyd1
81348,ENSMUST00000173731.7,Ddx39b
81349,ENSMUST00000173732.1,Lats2
81350,ENSMUST00000173733.7,Pax5
81351,ENSMUST00000173734.8,Khdc3
81352,ENSMUST00000173735.1,Gm6155
81353,ENSMUST00000173736.7,Dtnb
81354,ENSMUST00000173737.1,Mrps18b
81355,ENSMUST00000173738.1,Gm20484
81356,ENSMUST00000173739.7,Apoe
81357,ENSMUST00000173740.1,Lgr5
81358,ENSMUST00000173741.7,Zdhhc21
81359,ENSMUST00000173742.1,Xlr3a
81360,ENSMUST00000173744.7,Kif3a
81361,ENSMUST00000173745.1,Fap
81362,ENSMUST00000173746.1,Vmn1r-ps64
81363,ENSMUST00000173747.7,Pear1
81364,ENSMUST00000173748.1,Dusp7
81365,ENSMUST00000173749.1,Col11a2
81366,ENSMUST00000173750.7,Hnrnpl
81367,ENSMUST00000173752.1,Vmn2r-ps38
81368,ENSMUST00000173753.1,Banp
81369,ENSMUST00000173754.7,D7Ertd443e
81370,ENSMUST00000173755.1,Bcl2l1
81371,ENSMUST00000173756.1,Aldh1a3
81372,ENSMUST00000173757.1,Tbc1d14
81373,ENSMUST00000173758.7,Tmem234
81374,ENSMUST00000173759.1,Gm9573
81375,ENSMUST00000173760.8,Moap1
81376,ENSMUST00000173761.1,L3mbtl2
81377,ENSMUST00000173762.1,Jmjd1c
81378,ENSMUST00000173763.1,BC061194
81379,ENSMUST00000173764.1,H2-Ob
81380,ENSMUST00000173765.1,Gm20491
81381,ENSMUST00000173766.7,Nlrp5-ps
81382,ENSMUST00000173767.7,Exosc10
81383,ENSMUST00000173768.2,Dxo
81384,ENSMUST00000173769.2,AB124611
81385,ENSMUST00000173770.2,Gm20496
81386,ENSMUST00000173771.1,Vmn1r-ps61
81387,ENSMUST00000173772.1,Gpsm3
81388,ENSMUST00000173773.1,Mterf3
81389,ENSMUST00000173774.7,Slit2
81390,ENSMUST00000173775.1,Nelfe
81391,ENSMUST00000173776.1,Ubash3a
81392,ENSMUST00000173777.1,Egfl7
81393,ENSMUST00000173778.7,Map2
81394,ENSMUST00000173779.1,Cp
81395,ENSMUST00000173780.1,Nrg3
81396,ENSMUST00000173781.1,Znrf1
81397,ENSMUST00000173782.3,Vmn1r60
81398,ENSMUST00000173783.7,Cyfip1
81399,ENSMUST00000173784.1,Arhgap21
81400,ENSMUST00000173785.1,Chd2
81401,ENSMUST00000173786.1,Gm9840
81402,ENSMUST00000173787.1,Vmn2r-ps83
81403,ENSMUST00000173788.1,H2-Q7
81404,ENSMUST00000173789.1,Kank3
81405,ENSMUST00000173790.7,H2afz
81406,ENSMUST00000173791.7,Plcg1
81407,ENSMUST00000173792.1,Mrps18b
81408,ENSMUST00000173793.7,Nnat
81409,ENSMUST00000173794.1,Cog4
81410,ENSMUST00000173795.1,Icam2
81411,ENSMUST00000173796.2,Chek1
81412,ENSMUST00000173797.7,Psmd11
81413,ENSMUST00000173798.1,Vmn2r-ps43
81414,ENSMUST00000173799.1,Gm20395
81415,ENSMUST00000173800.1,Map2
81416,ENSMUST00000173801.7,Syncrip
81417,ENSMUST00000173803.1,Gm20403
81418,ENSMUST00000173804.7,Gprasp2
81419,ENSMUST00000173805.7,Pou5f1
81420,ENSMUST00000173807.7,Ndufa7
81421,ENSMUST00000173808.1,Crxos
81422,ENSMUST00000173809.2,Gm8815
81423,ENSMUST00000173810.1,Slc39a7
81424,ENSMUST00000173811.7,1110038B12Rik
81425,ENSMUST00000173812.1,Dlk1
81426,ENSMUST00000173813.7,Adamts10
81427,ENSMUST00000173814.1,Znrd1as
81428,ENSMUST00000173815.8,Gm9268
81429,ENSMUST00000173816.4,Vmn1r180
81430,ENSMUST00000173817.8,Trpc7
81431,ENSMUST00000173818.7,Hnrnpl
81432,ENSMUST00000173819.1,Znrf1
81433,ENSMUST00000173820.1,Gm18199
81434,ENSMUST00000173821.7,Pax5
81435,ENSMUST00000173822.1,Gm3584
81436,ENSMUST00000173823.7,Gabbr1
81437,ENSMUST00000173824.7,Prc1
81438,ENSMUST00000173825.3,Gm7235
81439,ENSMUST00000173826.1,Fam216b
81440,ENSMUST00000173827.1,Mecomos
81441,ENSMUST00000173828.2,Adamtsl3
81442,ENSMUST00000173830.7,Pkn2
81443,ENSMUST00000173831.2,Psmb9
81444,ENSMUST00000173832.1,Btnl5-ps
81445,ENSMUST00000173833.2,Adam18
81446,ENSMUST00000173834.1,Vmn2r-ps55
81447,ENSMUST00000173835.1,Siglech
81448,ENSMUST00000173836.7,Jakmip1
81449,ENSMUST00000173837.5,Magohb
81450,ENSMUST00000173838.1,Ces3b
81451,ENSMUST00000173839.1,Nnat
81452,ENSMUST00000173840.1,Gm20443
81453,ENSMUST00000173841.2,Olfr138
81454,ENSMUST00000173842.2,Gm3644
81455,ENSMUST00000173843.1,Vmn1r-ps67
81456,ENSMUST00000173844.7,Rps28
81457,ENSMUST00000173846.7,Abhd16a
81458,ENSMUST00000173847.1,Dtnbos
81459,ENSMUST00000173848.1,Cp
81460,ENSMUST00000173849.7,Selenbp2
81461,ENSMUST00000173850.7,Gigyf2
81462,ENSMUST00000173851.1,Gm6633
81463,ENSMUST00000173852.1,Ppp1r2-ps9
81464,ENSMUST00000173853.7,Cct4
81465,ENSMUST00000173854.7,Pcbp3
81466,ENSMUST00000173855.7,Map2
81467,ENSMUST00000173856.1,D130058E05Rik
81468,ENSMUST00000173857.1,Wdr46
81469,ENSMUST00000173858.7,Efr3a
81470,ENSMUST00000173859.1,Hsf4
81471,ENSMUST00000173860.7,Rab11b
81472,ENSMUST00000173861.1,Vmn2r-ps57
81473,ENSMUST00000173862.1,Vmn1r-ps46
81474,ENSMUST00000173863.1,Rfx3
81475,ENSMUST00000173865.8,Ccl27a
81476,ENSMUST00000173867.7,Cct4
81477,ENSMUST00000173868.1,Otud4
81478,ENSMUST00000173869.7,Angptl4
81479,ENSMUST00000173870.7,Ubtf
81480,ENSMUST00000173872.7,Prr3
81481,ENSMUST00000173874.7,Dxo
81482,ENSMUST00000173875.8,Sra1
81483,ENSMUST00000173876.1,Vmn2r-ps76
81484,ENSMUST00000173877.1,Slco1a6
81485,ENSMUST00000173878.7,Rbm38
81486,ENSMUST00000173879.7,Rps28
81487,ENSMUST00000173880.1,Vmn2r-ps68
81488,ENSMUST00000173881.7,Il1rl1
81489,ENSMUST00000173883.1,Vax2os
81490,ENSMUST00000173884.7,Ptbp3
81491,ENSMUST00000173885.7,Kifc1
81492,ENSMUST00000173886.1,Gm5726
81493,ENSMUST00000173887.1,Gtf2i
81494,ENSMUST00000173888.7,Gtf2i
81495,ENSMUST00000173890.2,Vmn2r-ps73
81496,ENSMUST00000173891.7,Mterf3
81497,ENSMUST00000173892.1,Exosc10
81498,ENSMUST00000173894.1,H2-Ke6
81499,ENSMUST00000173895.7,Naa25
81500,ENSMUST00000173896.7,Mettl3
81501,ENSMUST00000173898.1,Chadl
81502,ENSMUST00000173899.7,Mecom
81503,ENSMUST00000173900.1,A930015D03Rik
81504,ENSMUST00000173901.2,Olfr758-ps1
81505,ENSMUST00000173902.1,Gm20495
81506,ENSMUST00000173903.1,Cchcr1
81507,ENSMUST00000173904.3,Olfr296-ps1
81508,ENSMUST00000173905.1,Tet1
81509,ENSMUST00000173906.2,Jarid2
81510,ENSMUST00000173907.1,H2-DMa
81511,ENSMUST00000173908.7,Cyb5r1
81512,ENSMUST00000173909.7,Ldhd
81513,ENSMUST00000173910.1,Mterf3
81514,ENSMUST00000173911.1,Vars
81515,ENSMUST00000173912.7,Obox3
81516,ENSMUST00000173913.7,Pkn2
81517,ENSMUST00000173914.2,Prc1
81518,ENSMUST00000173915.2,Csnk2b
81519,ENSMUST00000173916.1,Try5
81520,ENSMUST00000173917.7,Nrxn1
81521,ENSMUST00000173919.1,Emx1
81522,ENSMUST00000173920.8,Egfl7
81523,ENSMUST00000173921.7,Zfp57
81524,ENSMUST00000173922.1,Znrf1
81525,ENSMUST00000173923.8,Fam161a
81526,ENSMUST00000173924.7,Brsk2
81527,ENSMUST00000173925.7,Banp
81528,ENSMUST00000173926.7,Slit2
81529,ENSMUST00000173927.7,Gnpda2
81530,ENSMUST00000173928.1,Msh5
81531,ENSMUST00000173929.7,Abl2
81532,ENSMUST00000173930.7,Map3k8
81533,ENSMUST00000173931.7,Adamts10
81534,ENSMUST00000173932.7,Ndst4
81535,ENSMUST00000173933.7,Zic4
81536,ENSMUST00000173934.7,Pou5f1
81537,ENSMUST00000173935.1,Skiv2l-ps1
81538,ENSMUST00000173936.1,Efr3a
81539,ENSMUST00000173937.7,Tmem234
81540,ENSMUST00000173938.7,Psmd11
81541,ENSMUST00000173939.1,Usp7
81542,ENSMUST00000173940.7,Xpo4
81543,ENSMUST00000173941.2,Brsk2
81544,ENSMUST00000173942.1,Zbtb42
81545,ENSMUST00000173943.1,Unc13d
81546,ENSMUST00000173944.2,H2-Aa
81547,ENSMUST00000173945.1,Snx21
81548,ENSMUST00000173946.1,Ndufa7
81549,ENSMUST00000173947.1,Gm18522
81550,ENSMUST00000173948.1,E2f7
81551,ENSMUST00000173949.1,Jmjd1c
81552,ENSMUST00000173950.1,Gm18733
81553,ENSMUST00000173951.7,Stard6
81554,ENSMUST00000173952.7,Bag6
81555,ENSMUST00000173953.1,Gm20480
81556,ENSMUST00000173954.2,Zmym5
81557,ENSMUST00000173955.1,Wdfy3
81558,ENSMUST00000173956.2,Vmn1r62
81559,ENSMUST00000173957.1,Mtmr7
81560,ENSMUST00000173958.1,Kank3
81561,ENSMUST00000173960.1,Gm3972
81562,ENSMUST00000173961.1,Rps6ka1
81563,ENSMUST00000173962.1,Ccdc28a
81564,ENSMUST00000173963.8,Chek1
81565,ENSMUST00000173964.1,Lats2
81566,ENSMUST00000173965.7,Gm20548
81567,ENSMUST00000173966.1,Tomm40
81568,ENSMUST00000173967.1,Dhx16
81569,ENSMUST00000173968.1,Gm20453
81570,ENSMUST00000173969.1,AK010878
81571,ENSMUST00000173970.1,Cyp21a1
81572,ENSMUST00000173971.1,Gm19807
81573,ENSMUST00000173972.7,Adamts10
81574,ENSMUST00000173973.7,Agpat1
81575,ENSMUST00000173974.1,Eftud2
81576,ENSMUST00000173975.1,H2-Q4
81577,ENSMUST00000173976.1,Gne
81578,ENSMUST00000173977.1,Chek1
81579,ENSMUST00000173978.1,BB365896
81580,ENSMUST00000173979.1,Rbm38
81581,ENSMUST00000173980.1,Gm17344
81582,ENSMUST00000173981.7,Selenbp2
81583,ENSMUST00000173982.1,Kifc1
81584,ENSMUST00000173983.7,Boll
81585,ENSMUST00000173984.1,Atf6b
81586,ENSMUST00000173985.9,Grp
81587,ENSMUST00000173986.1,Cchcr1
81588,ENSMUST00000173987.1,Rab11b
81589,ENSMUST00000173988.1,Krt35
81590,ENSMUST00000173989.7,Rps6ka1
81591,ENSMUST00000173990.7,Lats2
81592,ENSMUST00000173991.7,Dctd
81593,ENSMUST00000173992.7,Ager
81594,ENSMUST00000173993.1,Gm20406
81595,ENSMUST00000173995.1,Dxo
81596,ENSMUST00000173996.7,Tmem29
81597,ENSMUST00000173997.1,Rbm38
81598,ENSMUST00000173998.7,Dtnb
81599,ENSMUST00000173999.7,Uggt1
81600,ENSMUST00000174000.1,Gypc
81601,ENSMUST00000174001.7,Ube2i
81602,ENSMUST00000174002.1,Gm20405
81603,ENSMUST00000174003.7,Gtf2i
81604,ENSMUST00000174004.1,1600012H06Rik
81605,ENSMUST00000174005.2,Gm20446
81606,ENSMUST00000174006.4,Mettl14
81607,ENSMUST00000174007.1,Katna1
81608,ENSMUST00000174008.7,Smarca4
81609,ENSMUST00000174009.7,Rcbtb1
81610,ENSMUST00000174010.1,Gm20386
81611,ENSMUST00000174011.7,Mterf3
81612,ENSMUST00000174012.1,Duxbl2
81613,ENSMUST00000174013.1,Nbr1
81614,ENSMUST00000174014.2,Gm20444
81615,ENSMUST00000174015.7,Zfp943
81616,ENSMUST00000174016.7,Zfp57
81617,ENSMUST00000174017.1,Smarcd2
81618,ENSMUST00000174018.7,Grm7
81619,ENSMUST00000174019.1,D5Ertd579e
81620,ENSMUST00000174020.7,Rab2b
81621,ENSMUST00000174021.7,Pla2g6
81622,ENSMUST00000174022.1,Vmn2r-ps85
81623,ENSMUST00000174023.7,Ptprd
81624,ENSMUST00000174024.7,Csnk2b
81625,ENSMUST00000174025.2,Gm20497
81626,ENSMUST00000174026.7,Msh5
81627,ENSMUST00000174027.1,Barhl1
81628,ENSMUST00000174028.1,Gm20477
81629,ENSMUST00000174029.7,H2-Ke6
81630,ENSMUST00000174030.7,Ciao1
81631,ENSMUST00000174031.7,Ube2i
81632,ENSMUST00000174032.2,Gm20404
81633,ENSMUST00000174033.1,Rxrb
81634,ENSMUST00000174034.1,Mapk6
81635,ENSMUST00000174035.1,Usp22
81636,ENSMUST00000174036.2,Pax4
81637,ENSMUST00000174037.7,Sapcd1
81638,ENSMUST00000174038.1,Ccnb1
81639,ENSMUST00000174039.7,1110038B12Rik
81640,ENSMUST00000174040.1,March2
81641,ENSMUST00000174041.7,Agpat1
81642,ENSMUST00000174042.2,Hoxb9
81643,ENSMUST00000174043.7,Cyb5r4
81644,ENSMUST00000174044.1,Aif1
81645,ENSMUST00000174045.1,Rnf5
81646,ENSMUST00000174046.1,Vmn1r-ps34
81647,ENSMUST00000174047.7,Cct4
81648,ENSMUST00000174048.7,Pfdn6
81649,ENSMUST00000174049.1,Gm19203
81650,ENSMUST00000174050.7,Dnm2
81651,ENSMUST00000174051.7,Prc1
81652,ENSMUST00000174052.1,Vmn1r-ps86
81653,ENSMUST00000174053.1,Vmn2r-ps44
81654,ENSMUST00000174054.1,Ring1
81655,ENSMUST00000174055.2,Vmn1r173
81656,ENSMUST00000174056.3,AW822073
81657,ENSMUST00000174058.7,Ptdss2
81658,ENSMUST00000174059.1,Adam32
81659,ENSMUST00000174060.7,Dennd2c
81660,ENSMUST00000174061.7,Slit2
81661,ENSMUST00000174062.7,Jmjd1c
81662,ENSMUST00000174063.1,H2-T24
81663,ENSMUST00000174064.8,Apoe
81664,ENSMUST00000174065.1,Boll
81665,ENSMUST00000174066.2,Gm20532
81666,ENSMUST00000174068.7,Jarid2
81667,ENSMUST00000174069.7,Ager
81668,ENSMUST00000174070.7,Snx21
81669,ENSMUST00000174071.1,Gabbr1
81670,ENSMUST00000174072.7,Tmem229b
81671,ENSMUST00000174073.7,Tmem234
81672,ENSMUST00000174074.1,Gm20513
81673,ENSMUST00000174075.1,Nelfe
81674,ENSMUST00000174076.7,Obox2
81675,ENSMUST00000174077.7,Dap3
81676,ENSMUST00000174078.1,Iffo2
81677,ENSMUST00000174079.1,Gm20511
81678,ENSMUST00000174080.7,Flot1
81679,ENSMUST00000174081.1,Miip
81680,ENSMUST00000174082.1,1700039E22Rik
81681,ENSMUST00000174083.1,Stard10
81682,ENSMUST00000174084.1,Vars
81683,ENSMUST00000174085.7,Gm15564
81684,ENSMUST00000174086.1,Jarid2
81685,ENSMUST00000174088.2,Actl9
81686,ENSMUST00000174089.1,Pla2g6
81687,ENSMUST00000174090.1,Ppp2r2d
81688,ENSMUST00000174091.1,Sytl4
81689,ENSMUST00000174092.7,Dxo
81690,ENSMUST00000174093.7,Shmt1
81691,ENSMUST00000174094.1,Gm10499
81692,ENSMUST00000174095.1,Slc25a22
81693,ENSMUST00000174096.6,Calu
81694,ENSMUST00000174097.7,Jakmip1
81695,ENSMUST00000174098.1,Prrx1
81696,ENSMUST00000174099.1,Pkn2
81697,ENSMUST00000174100.1,Gm20455
81698,ENSMUST00000174101.7,H2-T3
81699,ENSMUST00000174102.1,Dnmt3a
81700,ENSMUST00000174104.7,Adamts10
81701,ENSMUST00000174105.7,Chek1
81702,ENSMUST00000174106.1,Vmn1r-ps45
81703,ENSMUST00000174107.1,Trim40
81704,ENSMUST00000174108.1,Nudt12
81705,ENSMUST00000174109.7,Dtnb
81706,ENSMUST00000174111.7,Prc1
81707,ENSMUST00000174112.1,Vmn1r-ps31
81708,ENSMUST00000174113.7,Sumo3
81709,ENSMUST00000174115.1,Hoxa9
81710,ENSMUST00000174117.1,Sapcd1
81711,ENSMUST00000174118.7,Stard6
81712,ENSMUST00000174119.2,Vmn2r-ps62
81713,ENSMUST00000174120.1,Trak2
81714,ENSMUST00000174121.1,Tet1
81715,ENSMUST00000174122.1,Nudt12
81716,ENSMUST00000174123.2,Vmn2r-ps42
81717,ENSMUST00000174124.1,Mdc1
81718,ENSMUST00000174125.1,Sra1
81719,ENSMUST00000174126.7,Mtx1
81720,ENSMUST00000174127.1,Yap1
81721,ENSMUST00000174128.7,Abcf1
81722,ENSMUST00000174129.7,Vars2
81723,ENSMUST00000174130.1,Rxrb
81724,ENSMUST00000174132.1,Ctdspl
81725,ENSMUST00000174133.4,Gtf2i
81726,ENSMUST00000174134.1,Mterf3
81727,ENSMUST00000174135.1,Efr3a
81728,ENSMUST00000174137.1,Gcnt1
81729,ENSMUST00000174138.1,Vmn2r-ps45
81730,ENSMUST00000174139.2,Olfr113
81731,ENSMUST00000174140.1,Stard10
81732,ENSMUST00000174141.7,Gm4189
81733,ENSMUST00000174142.1,Uggt1
81734,ENSMUST00000174143.1,Gm11128
81735,ENSMUST00000174144.7,Apoe
81736,ENSMUST00000174145.1,Syncrip
81737,ENSMUST00000174146.2,Daxx
81738,ENSMUST00000174147.1,Amy1
81739,ENSMUST00000174148.7,Psme1
81740,ENSMUST00000174149.7,Cdk2ap2
81741,ENSMUST00000174151.7,Obox3
81742,ENSMUST00000174152.7,Xpo4
81743,ENSMUST00000174153.1,Mthfr-ps1
81744,ENSMUST00000174155.7,Gtf2i
81745,ENSMUST00000174156.1,Atf6b
81746,ENSMUST00000174158.2,Olfr309
81747,ENSMUST00000174159.7,Tnfsf12Tnfsf13
81748,ENSMUST00000174160.2,Mtmr12
81749,ENSMUST00000174161.1,H2-T23
81750,ENSMUST00000174162.1,Xlr3a
81751,ENSMUST00000174163.1,1600012H06Rik
81752,ENSMUST00000174164.1,Ddx39b
81753,ENSMUST00000174165.7,Cog4
81754,ENSMUST00000174166.1,Lats2
81755,ENSMUST00000174167.1,Gm4189
81756,ENSMUST00000174168.1,Gm20429
81757,ENSMUST00000174169.1,Pkn2
81758,ENSMUST00000174170.2,Adamts10
81759,ENSMUST00000174171.1,Il1rap
81760,ENSMUST00000174172.7,Prc1
81761,ENSMUST00000174173.1,1110038B12Rik
81762,ENSMUST00000174174.7,Shmt1
81763,ENSMUST00000174175.7,Rps18
81764,ENSMUST00000174176.2,Cd6
81765,ENSMUST00000174177.1,Cdk3-ps
81766,ENSMUST00000174178.1,Xylt2
81767,ENSMUST00000174179.1,Kcnj13
81768,ENSMUST00000174180.7,Ptprd
81769,ENSMUST00000174181.1,Gabbr1
81770,ENSMUST00000174182.7,Gtf2i
81771,ENSMUST00000174183.7,Kcnq5
81772,ENSMUST00000174184.1,Vmn1r-ps77
81773,ENSMUST00000174185.1,Atad3aos
81774,ENSMUST00000174186.1,Pde4b
81775,ENSMUST00000174187.1,Gstt3
81776,ENSMUST00000174188.7,Gtf2i
81777,ENSMUST00000174189.1,Tet1
81778,ENSMUST00000174190.1,G6b
81779,ENSMUST00000174191.1,Apoe
81780,ENSMUST00000174192.1,Klhdc4
81781,ENSMUST00000174193.7,Mobp
81782,ENSMUST00000174194.1,Pax4
81783,ENSMUST00000174195.7,Trim15
81784,ENSMUST00000174196.7,Fus
81785,ENSMUST00000174197.7,Trim39
81786,ENSMUST00000174199.7,Prc1
81787,ENSMUST00000174200.1,Gm20543
81788,ENSMUST00000174201.1,Glipr1
81789,ENSMUST00000174202.7,Il1rap
81790,ENSMUST00000174203.2,Gm20509
81791,ENSMUST00000174204.2,Vmn1r51
81792,ENSMUST00000174205.7,Mtmr7
81793,ENSMUST00000174206.1,Klhdc4
81794,ENSMUST00000174208.1,Lrrc71
81795,ENSMUST00000174209.7,Aldh1a3
81796,ENSMUST00000174211.7,Egfl7
81797,ENSMUST00000174212.7,Zic4
81798,ENSMUST00000174213.7,Lats2
81799,ENSMUST00000174214.1,Shmt1
81800,ENSMUST00000174215.1,Aldh1a3
81801,ENSMUST00000174216.7,Ube2i
81802,ENSMUST00000174217.1,Gm20389
81803,ENSMUST00000174218.7,Mtx1
81804,ENSMUST00000174219.1,Pear1
81805,ENSMUST00000174220.1,Usp22
81806,ENSMUST00000174221.1,Rpl9-ps5
81807,ENSMUST00000174222.2,Vmn2r-ps82
81808,ENSMUST00000174223.1,Selenbp2
81809,ENSMUST00000174224.7,Uggt1
81810,ENSMUST00000174225.1,Baz1a
81811,ENSMUST00000174226.7,Skiv2l
81812,ENSMUST00000174227.1,Flot1
81813,ENSMUST00000174228.7,Agpat1
81814,ENSMUST00000174229.7,L3mbtl2
81815,ENSMUST00000174230.1,Rpp40
81816,ENSMUST00000174231.1,Rpp40
81817,ENSMUST00000174234.7,Fap
81818,ENSMUST00000174235.1,Vmn1r-ps65
81819,ENSMUST00000174236.7,Gcnt1
81820,ENSMUST00000174237.7,Brsk2
81821,ENSMUST00000174238.2,Olfr759-ps1
81822,ENSMUST00000174239.1,Vmn1r-ps26
81823,ENSMUST00000174240.1,Msh2
81824,ENSMUST00000174241.7,Lsm2
81825,ENSMUST00000174242.7,Pax5
81826,ENSMUST00000174243.1,Dnm2
81827,ENSMUST00000174244.7,Cct4
81828,ENSMUST00000174246.1,2300002M23Rik
81829,ENSMUST00000174248.7,Cdk3-ps
81830,ENSMUST00000174249.1,Zfp423
81831,ENSMUST00000174250.3,H2-K2
81832,ENSMUST00000174251.1,Phox2b
81833,ENSMUST00000174252.7,Scyl2
81834,ENSMUST00000174253.1,Smarcd2
81835,ENSMUST00000174254.1,Prc1
81836,ENSMUST00000174255.1,Klhdc4
81837,ENSMUST00000174256.1,Vmn2r-ps79
81838,ENSMUST00000174257.2,Hlx
81839,ENSMUST00000174258.1,Gm18958
81840,ENSMUST00000174259.7,Psme1
81841,ENSMUST00000174260.7,Vars
81842,ENSMUST00000174261.2,Gm20530
81843,ENSMUST00000174262.3,Olfr300-ps1
81844,ENSMUST00000174263.1,Aim2
81845,ENSMUST00000174264.1,Rnf169
81846,ENSMUST00000174265.1,Ptpn6
81847,ENSMUST00000174266.7,Uggt1
81848,ENSMUST00000174267.7,Pear1
81849,ENSMUST00000174268.1,Mocs1
81850,ENSMUST00000174269.7,Syncrip
81851,ENSMUST00000174270.7,Ccdc9
81852,ENSMUST00000174271.1,D7Ertd443e
81853,ENSMUST00000174272.1,Dnmt3a
81854,ENSMUST00000174273.2,Daglb
81855,ENSMUST00000174274.7,L3mbtl2
81856,ENSMUST00000174275.1,Gnl1
81857,ENSMUST00000174276.7,Rbms3
81858,ENSMUST00000174277.1,A730060N03Rik
81859,ENSMUST00000174278.7,Dctd
81860,ENSMUST00000174279.1,C2
81861,ENSMUST00000174281.8,Bag6
81862,ENSMUST00000174282.7,Syncrip
81863,ENSMUST00000174283.1,Gm19301
81864,ENSMUST00000174284.1,Gm18889
81865,ENSMUST00000174285.7,2210019I11Rik
81866,ENSMUST00000174286.2,Spr
81867,ENSMUST00000174287.1,Neat1
81868,ENSMUST00000174288.1,Tmem127
81869,ENSMUST00000174290.7,Dtnb
81870,ENSMUST00000174291.7,Stard10
81871,ENSMUST00000174293.1,Dtnb
81872,ENSMUST00000174294.2,Cyb5r4
81873,ENSMUST00000174295.1,Sumo3
81874,ENSMUST00000174296.1,Rora
81875,ENSMUST00000174297.1,Flot1
81876,ENSMUST00000174298.7,Tnfaip2
81877,ENSMUST00000174299.8,Rxrb
81878,ENSMUST00000174300.1,Yap1
81879,ENSMUST00000174301.7,Usp22
81880,ENSMUST00000174302.7,Ubtf
81881,ENSMUST00000174303.1,Rpl27a
81882,ENSMUST00000174304.3,Gm5977
81883,ENSMUST00000174305.7,Obox2
81884,ENSMUST00000174306.7,Csnk2b
81885,ENSMUST00000174307.1,Fam13a
81886,ENSMUST00000174308.1,Dhx16
81887,ENSMUST00000174309.7,Brsk2
81888,ENSMUST00000174310.1,Grm7
81889,ENSMUST00000174311.1,D17H6S53E
81890,ENSMUST00000174312.1,Gm20548
81891,ENSMUST00000174313.7,Slit2
81892,ENSMUST00000174314.1,Arhgap32
81893,ENSMUST00000174315.7,Cyb5r1
81894,ENSMUST00000174316.1,Vmn1r-ps75
81895,ENSMUST00000174317.7,Jmjd1c
81896,ENSMUST00000174318.7,Crx
81897,ENSMUST00000174319.7,Pax5
81898,ENSMUST00000174320.1,Gm6309
81899,ENSMUST00000174321.1,BC051226
81900,ENSMUST00000174322.1,Naa25
81901,ENSMUST00000174323.5,Mettl14
81902,ENSMUST00000174324.1,Mtx1
81903,ENSMUST00000174325.1,H2-D1
81904,ENSMUST00000174326.7,Lsm2
81905,ENSMUST00000174327.1,Banp
81906,ENSMUST00000174328.2,Gm5583
81907,ENSMUST00000174329.1,Gm4287
81908,ENSMUST00000174330.1,Dhx16
81909,ENSMUST00000174331.7,Nrxn1
81910,ENSMUST00000174333.7,Znrf1
81911,ENSMUST00000174334.7,Gigyf2
81912,ENSMUST00000174335.7,Il1rl1
81913,ENSMUST00000174336.1,Blcap
81914,ENSMUST00000174337.7,Nrxn1
81915,ENSMUST00000174338.1,Gm20544
81916,ENSMUST00000174339.1,Mterf3
